MANDATE,ATTACKERS,INEQUALITY,PREMIUM,EFFICIENCY,EFFORT,PAYOFF,CAUGHT,CLAIMS,TAX,d_init,d_end,a_init,a_end,i_init,i_end,g_init,g_end,attacks_attempted,attacks_succeeded,amount_stolen,attacker_expenditures,government_expenditures,crossovers,insurer_tod,paid_claims,final_iter,outcome
0.0,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,64336488,63962087,22662155,386,1398619,1124630,2797239,9133708,1210,368,3162459,5725297,11248393,"[]","[]",273989,200,E
0.7,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,16794607,16794607,25767333,25767333,13295730,13295730,26591460,26591460,0,0,0,0,0,"[1,]","[]",0,50,E
0.1,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,62909269,62638506,30278627,280,1943826,1816650,3887651,11604402,1183,382,3595980,6025040,16934495,"[]","[]",127176,196,E
0.1,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,63969832,63375630,27173525,664,2603423,2203928,5206847,10627544,1247,417,4095835,6798123,15947740,"[]","[]",399495,256,E
0.6,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,26983324,26983215,31328370,31169069,15014914,15014752,30029828,30120300,13,4,271,679,68420,"[1,]","[]",162,67,E
0.6,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,28286716,28286551,25554322,25157725,12040967,12040719,24081934,24284404,17,5,413,834,193704,"[]","[]",248,60,E
0.2,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,57713827,57159644,28816285,223,5336552,5059251,10673105,15120774,1160,383,4588587,7210462,17989416,"[]","[]",277302,471,E
0.5,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,36075294,36075166,27834598,27178146,11955185,11954993,23910369,24181527,21,7,320,434,385180,"[]","[]",192,59,E
0.1,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,65670339,65265116,35499453,1242,2897221,2549977,5794442,13796675,1199,386,4661413,6536035,21712409,"[]","[]",347243,264,E
0.7,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,16147390,16147390,27540735,27540735,13514663,13514663,27029327,27029327,0,0,0,0,0,"[1,]","[]",0,50,E
0.2,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,52974021,52656964,24212321,1178,5150252,4968124,10300504,16034213,1160,385,3398485,5955912,13020706,"[]","[]",182128,238,E
0.1,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,69947375,69632322,19182945,754,3330827,3051571,6661655,10580575,1139,343,2847464,5602140,10255440,"[]","[]",279257,195,E
0.7,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,26603174,26603132,28123743,28099080,15518518,15518455,31037036,31051314,4,2,106,99,10392,"[1,]","[]",63,65,E
0.5,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,37730677,37518234,26100451,25264015,10636840,10318175,21273680,21201622,22,9,535796,797845,641757,"[]","[]",318665,97,E
0.5,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,32864694,32864507,30951288,30704141,11346145,11345864,22692289,22735179,17,6,468,714,204010,"[]","[]",281,64,E
0.6,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,30029337,30029258,24433157,23856455,13346372,13346252,26692744,26751810,15,3,200,479,517357,"[]","[]",120,66,E
0.7,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,16771872,16771872,26861640,26861640,14865977,14865977,29731955,29731955,0,0,0,0,0,"[1,]","[]",0,50,E
0.2,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,57933266,57587228,30529544,1768,5915721,5659661,11831442,17690380,1146,356,3761856,6567214,18703721,"[]","[]",256060,334,E
0.1,0.6,0.6,0.5,0.5,0.3,0.6,0.5,0.6,0.5,68974457,68435650,24797718,121,3531825,3059010,7063649,12202207,1197,389,4120645,6908780,13761882,"[]","[]",472815,248,E
